No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
12,Ryan Walstad,INF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/ryanwalstad48o3,ryanwalstad48o3,Ohlone,2017-18,ohlone,2018
29,AJ Curtis,INF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/ajcurtisjqey,ajcurtisjqey,Ohlone,2017-18,ohlone,2018
17,Dalton Vanhille,INF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/daltonvanhilleedpt,daltonvanhilleedpt,Ohlone,2017-18,ohlone,2018
8,Miguel Cazares,INF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/miguelcazaresitxi,miguelcazaresitxi,Ohlone,2017-18,ohlone,2018
36,Michael Gallagher,INF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/michaelgallagherxgvn,michaelgallagherxgvn,Ohlone,2017-18,ohlone,2018
4,Brett Tressen,OF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/bretttressenkuj8,bretttressenkuj8,Ohlone,2017-18,ohlone,2018
13,Justin Clark,OF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/justinclarkdxib,justinclarkdxib,Ohlone,2017-18,ohlone,2018
3,Cody Nisbet,C,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/codynisbetogmf,codynisbetogmf,Ohlone,2017-18,ohlone,2018
22,Ryan Probst,OF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/ryanprobstmjd3,ryanprobstmjd3,Ohlone,2017-18,ohlone,2018
2,Beto Artero,OF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/betoarterolred,betoarterolred,Ohlone,2017-18,ohlone,2018
24,Gio Mijares,INF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/giomijares209r,giomijares209r,Ohlone,2017-18,ohlone,2018
34,Matt Benavidez,OF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/mattbenavidezuudr,mattbenavidezuudr,Ohlone,2017-18,ohlone,2018
20,Shadd Santos,OF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/shaddsantos6kqp,shaddsantos6kqp,Ohlone,2017-18,ohlone,2018
21,Luke O'Brien,INF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/lukeobriencqx8,lukeobriencqx8,Ohlone,2017-18,ohlone,2018
11,Robbie Brue,C,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/robbiebruen2xy,robbiebruen2xy,Ohlone,2017-18,ohlone,2018
16,Logan Cole,INF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/logancolefoe4,logancolefoe4,Ohlone,2017-18,ohlone,2018
1,Tyler Bowen,INF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/tylerbowen23hu,tylerbowen23hu,Ohlone,2017-18,ohlone,2018
15,Evan Williamson,P,So,https://www.cccaasports.org/sports/bsb/2017-18/players/evanwilliamsonelp3,evanwilliamsonelp3,Ohlone,2017-18,ohlone,2018
10,Stirling Strong,LHP,So,https://www.cccaasports.org/sports/bsb/2017-18/players/stirlingstrong5lgb,stirlingstrong5lgb,Ohlone,2017-18,ohlone,2018
33,Michael Newman,P,So,https://www.cccaasports.org/sports/bsb/2017-18/players/michaelnewmanz0p2,michaelnewmanz0p2,Ohlone,2017-18,ohlone,2018
